repo,file,commit,change_type,diff,change_count,condition_type,commit_subject,commit_body,linked_issues,linked_issues_count,issue_titles,issue_bodies,issue_states,issue_comments_count,issue_comments,MAN_ANNOTATED,COMMIT_DESC_ENOUGH,MAN_LINKED_ISSUES,DESC_ISSUE,ISSUE_NAME_CHNG_AFTER_CODE_IMP
spring-projects/spring-framework,spring-core/src/main/java/org/springframework/util/ReflectionUtils.java,231433f5406453069aa125329be042d5e32ddff0,Condition_Change,"-			throw new IllegalStateException(""Unexpected reflection exception - "" + ex.getClass().getName() + "": ""
-					+ ex.getMessage());
+			throw new IllegalStateException(
+					""Unexpected reflection exception - "" + ex.getClass().getName() + "": "" + ex.getMessage());
-				if (name.equals(method.getName())
-						&& (paramTypes == null || Arrays.equals(paramTypes, method.getParameterTypes()))) {
+				if (name.equals(method.getName()) &&
+						(paramTypes == null || Arrays.equals(paramTypes, method.getParameterTypes()))) {",8,condition,Polishing (cherry picked from commit 6021822),,[],0,[],[],[],[],[],1,1,n/a,n/a,n/a
spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/annotation/BeanFactoryAnnotationUtils.java,2e5d752e15164b331ad48bcdcb61c174f880498c,Condition_Change,"-		for (String beanName : candidateBeans.keySet()) {
+		for (Map.Entry<String, T> entry : candidateBeans.entrySet()) {
+			String beanName = entry.getKey();
-				matchingBean = candidateBeans.get(beanName);
+				matchingBean = entry.getValue();",5,iteration,Better use of key iterator,"This commit uses an EntrySet instead of looping over the keys and
retrieving the value in a separate call.

Issue: SPR-12356
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-web/src/main/java/org/springframework/http/converter/support/AllEncompassingFormHttpMessageConverter.java,2f0970b18401426846b38388927f182b3327bb98,Condition_Change,"-			if (jaxb2Present) {
+			if (jaxb2Present && !jackson2XmlPresent) {",2,condition,Fix an AllEncompassingFormHttpMessageConverter regression,"Restore previous behavior to configure
Jaxb2RootElementHttpMessageConverter when JAXB but not Jackson are present.

Closes gh-25291
",['https://api.github.com/repos/spring-projects/spring-framework/issues/25291'],1,['AllEncompassingFormHttpMessageConverter now uses both JAXB and Jackson by default'],"['**Affects:** 5.3 snapshots\r\n\r\nWhen both JAX-B and Jackson are on the classpath, `AllEncompassingFormHttpMessageConverter` will now configure both `Jaxb2RootElementHttpMessageConverter` and `MappingJackson2XmlHttpMessageConverter`. Previously, the latter was preferred. This change in behaviour was introduced in https://github.com/spring-projects/spring-framework/commit/1e501f2583efd7521fe457453e5f866bcb8c509a as the `jackson2XmlPresent` flag is no longer being checked when deciding if `Jaxb2RootElementHttpMessageConverter` should be configured.']",['closed'],[1],"['Fixed, sorry for the glitch, I missed it. Thanks for your report.']",,,,,
spring-projects/spring-framework,spring-context/src/main/java/org/springframework/context/support/AbstractApplicationContext.java,2ff22510d92986ebabd0f7f4667d7ede3f83e01d,Condition_Change,"+import org.springframework.util.CollectionUtils;
-		if (earlyEventsToProcess != null) {
+		if (!CollectionUtils.isEmpty(earlyEventsToProcess)) {",3,condition,Avoid earlyApplicationEvents iteration in case of empty Set,"Closes gh-25161
",['https://api.github.com/repos/spring-projects/spring-framework/issues/25161'],1,['Suggest making a Set.size() > 0 judgement for AbstractApplicationContext.earlyApplicationEvents'],['https://github.com/spring-projects/spring-framework/blob/7e2b81729eefe31e9e8b2872b0de0adc1bad2162/spring-context/src/main/java/org/springframework/context/support/AbstractApplicationContext.java#L839'],['closed'],[1],"[""Well spotted! Since we have such emptiness checks in other places already, in particular in hotspot code paths and for collections that tend to be empty at runtime, I've applied our common `CollectionUtils.isEmpty` check here as well now. While it won't make much difference performance-wise, it does avoid allocation of an `Iterator` which is generally worthwhile in such scenarios.""]",,,,,
spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/annotation/AnnotationAttributes.java,30ebc3b8e2185c56791531507e0f430972f82b51,Remove_Condition,"-	/**
-	@Override
-	public Object putIfAbsent(String key, Object value) {
-		Object obj = get(key);
-		if (obj == null) {
-			obj = put(key, value);
-		}
-		return obj;
-	}
-",10,condition,Remove superfluous AnnotationAttributes#putIfAbsent implementation,"Since Java 8, putIfAbsent() is a standard method in java.util.Map. We
therefore no longer need the custom implementation that overrides the
standard implementation in HashMap.
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-context/src/main/java/org/springframework/cache/interceptor/CacheAspectSupport.java,33af98b6d601057ddc54493ee9301285f61c57f2,Condition_Change,"-			throw new IllegalArgumentException(""Null key returned for cache operation (maybe you are "" +
-					""using named params on classes without debug info?) "" + context.metadata.operation);
+			throw new IllegalArgumentException(""""""
+					Null key returned for cache operation [%s]. If you are using named parameters, \
+					ensure that the compiler uses the '-parameters' flag.""""""
+						.formatted(context.metadata.operation));",6,iteration,Document need for -parameters flag in cache key generation exception messages,"Closes gh-31675
",['https://api.github.com/repos/spring-projects/spring-framework/issues/31675'],1,['Document need for `-parameters` flag in exception messages'],"['## Overview\r\n\r\nSince `-parameters` is required for certain use cases starting with Spring Framework 6.1, we should revise related exception messages to explicitly mention the solution.\r\n\r\nFor example, a Spring MVC `@Controller` handler method with a `@PathVariable String client` parameter declaration may fail with an exception similar to the following.\r\n\r\n```\r\njava.lang.IllegalArgumentException: Name for argument of type [java.lang.String] not specified, and parameter name information not found in class file either.\r\n```\r\n\r\nTo improve diagnostics, we should add something along the lines of `Ensure that the compiler uses the -parameters flag.` to the end of that exception message.\r\n\r\n## Related Issues\r\n\r\n- #29531\r\n- #29559\r\n- #31643\r\n- #31666\r\n- #31671\r\n- #31685\r\n- #31729\r\n- #31743\r\n']",['closed'],[4],"['@sbrannen @bclozel Any thoughts about introducing a dedicated exception type? We could then have a failure analyzer in Spring Boot.', 'Reopening to improve exception message in `CacheAspectSupport.generateKey(CacheOperationContext, Object)`.\r\n\r\n- see #31729', ""> Any thoughts about introducing a dedicated exception type?\r\n\r\nThat's an interesting idea.\r\n\r\nFor some use cases (e.g., mvc controller handler methods, and cache key generation) it would be relatively straightforward; however, for other uses (e.g., SpEL expressions, parameter named used as fallback qualifier for dependency injection by type) it may not be as straightforward to pin down what the trigger would be for such an exception.\r\n\r\nIn any case, we'll discuss it amongst the team."", '### Note to maintainers\r\n\r\nIf we modify the exception message currently used or introduce a new exception type, etc., we must make sure that the exception message contains `""Ensure that the compiler uses the \'-parameters\' flag""`.\r\n\r\nOtherwise, we\'ll render Spring Boot\'s failure analysis useless, since it depends on the exception message containing exactly that sub-string.\r\n\r\nhttps://github.com/spring-projects/spring-boot/blob/b5de38787c6abd4fc6522aa006b3d460ae23ffc5/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/diagnostics/analyzer/MissingParameterNamesFailureAnalyzer.java#L38']",,,,,
spring-projects/spring-framework,spring-context/src/main/java/org/springframework/context/annotation/ConfigurationClassParser.java,3477738bed64f0cda2952eee787a267e89b0569d,Condition_Change,"-				else if (replace) {
+				else if (replace && replacingClass == null) {",2,condition,Consistently pick lowest superclass level to replace,"See gh-28676
",['https://api.github.com/repos/spring-projects/spring-framework/issues/28676'],1,['A configuration class superclass that is skipped due to register bean phase conditions is ignored when another configuration class that extends it is processed'],"['**Affects:** 6.0.x. I expect 5.3.x to also be affected.\r\n\r\nI think @mbhave and I have found a bug in configuration class processing related to condition evaluation. It\'s hopefully illustrated by the following tests:\r\n\r\n```java\r\nimport org.junit.jupiter.api.Test;\r\n\r\nimport org.springframework.context.annotation.AnnotationConfigApplicationContext;\r\nimport org.springframework.context.annotation.Bean;\r\nimport org.springframework.context.annotation.ConditionContext;\r\nimport org.springframework.context.annotation.Conditional;\r\nimport org.springframework.context.annotation.Configuration;\r\nimport org.springframework.context.annotation.ConfigurationCondition;\r\nimport org.springframework.context.annotation.Import;\r\nimport org.springframework.core.type.AnnotatedTypeMetadata;\r\n\r\nimport static org.assertj.core.api.Assertions.assertThat;\r\n\r\nclass ConfigurationPhasesKnownSuperclassesTests {\r\n\r\n\t@Test\r\n\tvoid superclassSkippedInParseConfigurationPhaseShouldNotPreventSubsequentProcessingOfSameSuperclass() {\r\n\t\ttry (AnnotationConfigApplicationContext context = new AnnotationConfigApplicationContext(\r\n\t\t\t\tParseConfigurationPhase.class)) {\r\n\t\t\tassertThat(context.getBean(""subclassBean"")).isEqualTo(""bravo"");\r\n\t\t\tassertThat(context.getBean(""superclassBean"")).isEqualTo(""superclass"");\r\n\t\t}\r\n\t}\r\n\r\n\t@Test\r\n\tvoid superclassSkippedInRegisterBeanPhaseShouldNotPreventSubsequentProcessingOfSameSuperclass() {\r\n\t\ttry (AnnotationConfigApplicationContext context = new AnnotationConfigApplicationContext(\r\n\t\t\t\tRegisterBeanPhase.class)) {\r\n\t\t\tassertThat(context.getBean(""subclassBean"")).isEqualTo(""bravo"");\r\n\t\t\tassertThat(context.getBean(""superclassBean"")).isEqualTo(""superclass"");\r\n\t\t}\r\n\t}\r\n\r\n\t@Configuration(proxyBeanMethods = false)\r\n\tstatic class Example {\r\n\r\n\t\t@Bean\r\n\t\tString superclassBean() {\r\n\t\t\treturn ""superclass"";\r\n\t\t}\r\n\r\n\t}\r\n\r\n\t@Configuration(proxyBeanMethods = false)\r\n\t@Import({ RegisterBeanPhaseExample.class, BravoExample.class })\r\n\tstatic class RegisterBeanPhase {\r\n\r\n\t}\r\n\r\n\t@Conditional(NonMatchingRegisterBeanPhaseCondition.class)\r\n\t@Configuration(proxyBeanMethods = false)\r\n\tstatic class RegisterBeanPhaseExample extends Example {\r\n\r\n\t\t@Bean\r\n\t\tString subclassBean() {\r\n\t\t\treturn ""alpha"";\r\n\t\t}\r\n\r\n\t}\r\n\r\n\t@Configuration(proxyBeanMethods = false)\r\n\t@Import({ ParseConfigurationPhaseExample.class, BravoExample.class })\r\n\tstatic class ParseConfigurationPhase {\r\n\r\n\t}\r\n\r\n\t@Conditional(NonMatchingParseConfigurationPhaseCondition.class)\r\n\t@Configuration(proxyBeanMethods = false)\r\n\tstatic class ParseConfigurationPhaseExample extends Example {\r\n\r\n\t\t@Bean\r\n\t\tString subclassBean() {\r\n\t\t\treturn ""alpha"";\r\n\t\t}\r\n\r\n\t}\r\n\r\n\t@Configuration(proxyBeanMethods = false)\r\n\tstatic class BravoExample extends Example {\r\n\r\n\t\t@Bean\r\n\t\tString subclassBean() {\r\n\t\t\treturn ""bravo"";\r\n\t\t}\r\n\r\n\t}\r\n\r\n\tstatic class NonMatchingRegisterBeanPhaseCondition implements ConfigurationCondition {\r\n\r\n\t\t@Override\r\n\t\tpublic boolean matches(ConditionContext context, AnnotatedTypeMetadata metadata) {\r\n\t\t\treturn false;\r\n\t\t}\r\n\r\n\t\t@Override\r\n\t\tpublic ConfigurationPhase getConfigurationPhase() {\r\n\t\t\treturn ConfigurationPhase.REGISTER_BEAN;\r\n\t\t}\r\n\r\n\t}\r\n\r\n\tstatic class NonMatchingParseConfigurationPhaseCondition implements ConfigurationCondition {\r\n\r\n\t\t@Override\r\n\t\tpublic boolean matches(ConditionContext context, AnnotatedTypeMetadata metadata) {\r\n\t\t\treturn false;\r\n\t\t}\r\n\r\n\t\t@Override\r\n\t\tpublic ConfigurationPhase getConfigurationPhase() {\r\n\t\t\treturn ConfigurationPhase.PARSE_CONFIGURATION;\r\n\t\t}\r\n\r\n\t}\r\n\r\n}\r\n```\r\n\r\n`superclassSkippedInParseConfigurationPhaseShouldNotPreventSubsequentProcessingOfSameSuperclass` passes but `superclassSkippedInRegisterBeanPhaseShouldNotPreventSubsequentProcessingOfSameSuperclass` fails.\r\n\r\nThe register bean phase test fails due to the `knownSuperclasses` map in `ConfigurationClassParser` being polluted. Due to the parse configuration phase conditions matching an entry is added to the map for `Example -> RegisterBeanPhaseExample`. Subsequently, the register bean phase condition on `RegisterBeanPhaseExample` does not match, so neither it nor `Example` are processed. When `BravoExample` is then parsed, `ConfigurationClassParser` considers its superclass `Example`. It\'s skipped due to the existing entry in the `knownSuperclasses` map, despite the fact that `Example` was never actually processed due to the conditions on `RegisterBeanPhaseExample`. The end result is that the context is left without a bean named `superclassBean`.']",['closed'],[0],[],,,,,
spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/condition/ParamsRequestCondition.java,358555929d4ff7d33dc1a5895a324e550cfa993e,Add_Condition,"-		return expressions.stream()
-				.filter(e -> e.getValue() != null && !e.isNegated())
-				.count();
+		long count = 0;
+		for (ParamExpression e : expressions) {
+			if (e.getValue() != null && !e.isNegated()) {
+				count++;
+			}
+		}
+		return count;",10,iteration,"Revert ""Merge pull request #32088 from Ryan-Dia""","This reverts commit 484aee069e7edaf0cf904d0135ab10b6b8162e70, reversing
changes made to 6bd7f0231dcc47e8099000dea301157788fd5b15.

See gh-32088
",['https://api.github.com/repos/spring-projects/spring-framework/issues/32088'],1,['Use count in ParamsRequestCondition#getValueMatchCount'],"['\r\nThe `getValueMatchCount` method was refactored to use a `Stream` instead of a `for-each loop`, eliminating the need for the unnecessary local variable `count`. This change was made to reduce the risk of accidental modifications during future maintenance, as the implementation is possible without using a local variable. Additionally, the refactoring was done for enhanced stability and maintainability, especially since there was no need to interrupt the loop under specific conditions.\r\n\r\n\r\n\r\n- [x]  The test code was executed and passed successfully.']",['closed'],[3],"['@Ryan-Dia congratulations for making your first contribution to Spring Framework.', ""@Ryan-Dia the team has discussed this change today and we've decided to revert it. I had missed that the method you've changed is in a hot code path and we explicitly avoid using the Stream API in such places. "", 'Thank you for reviewing the changes I proposed. I understand the decision to revert them, recognizing that the modified method is in a hot code path. I appreciate the feedback and will ensure my future contributions are more closely aligned with these best practices\r\n\r\n\r\n']",,,,,
spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/condition/ParamsRequestCondition.java,358555929d4ff7d33dc1a5895a324e550cfa993e,Add_Condition,"-		return expressions.stream()
-				.filter(e -> e.getValue() != null && !e.isNegated())
-				.count();
+		long count = 0;
+		for (ParamExpression e : expressions) {
+			if (e.getValue() != null && !e.isNegated()) {
+				count++;
+			}
+		}
+		return count;",10,condition,"Revert ""Merge pull request #32088 from Ryan-Dia""","This reverts commit 484aee069e7edaf0cf904d0135ab10b6b8162e70, reversing
changes made to 6bd7f0231dcc47e8099000dea301157788fd5b15.

See gh-32088
",['https://api.github.com/repos/spring-projects/spring-framework/issues/32088'],1,['Use count in ParamsRequestCondition#getValueMatchCount'],"['\r\nThe `getValueMatchCount` method was refactored to use a `Stream` instead of a `for-each loop`, eliminating the need for the unnecessary local variable `count`. This change was made to reduce the risk of accidental modifications during future maintenance, as the implementation is possible without using a local variable. Additionally, the refactoring was done for enhanced stability and maintainability, especially since there was no need to interrupt the loop under specific conditions.\r\n\r\n\r\n\r\n- [x]  The test code was executed and passed successfully.']",['closed'],[3],"['@Ryan-Dia congratulations for making your first contribution to Spring Framework.', ""@Ryan-Dia the team has discussed this change today and we've decided to revert it. I had missed that the method you've changed is in a hot code path and we explicitly avoid using the Stream API in such places. "", 'Thank you for reviewing the changes I proposed. I understand the decision to revert them, recognizing that the modified method is in a hot code path. I appreciate the feedback and will ensure my future contributions are more closely aligned with these best practices\r\n\r\n\r\n']",,,,,
spring-projects/spring-framework,spring-jdbc/src/main/java/org/springframework/jdbc/datasource/init/ScriptUtils.java,35bd00beaf25943521b5650ef6e004291b19eff7,Condition_Change,"-		char[] content = script.toCharArray();
-			char c = content[i];
+			char c = script.charAt(i);
-		char[] content = script.toCharArray();
-			if (content[i] == '\'') {
+			if (script.charAt(i) == '\'') {",6,condition,Remove String#toCharArray from ScriptUtils,"ScriptUtils contains two calls to String#toCharArray for the sole
purpose to iterating over all chars in a String. Not only is this
unnecessary and can be replaced with String#charAt it also causes
additional allocator and heap pressure because String#toCharArray
rather than returning the backing array (which is gone in Java 9)
creates a copy.

This commit contains the following changes:

 - remove String#toCharArray from ScriptUtils and replace with
   String#charAt

Issue: SPR-15075
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/ReactiveAdapterRegistry.java,37f9c8675804d4282bed9d2d1fb9da9761aee86a,Condition_Change,"-		if (reactiveType == null) {
+		if (clazz == null) {",2,condition,Fix failing tests due to last commit,,[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-expression/src/main/java/org/springframework/expression/spel/support/SimpleEvaluationContext.java,38dcd179d5c2ad7630310cba292e80471b000d5f,Add_Condition,"+		for (PropertyAccessor accessor : accessors) {
+			if (accessor.getClass() == ReflectivePropertyAccessor.class) {
+				throw new IllegalArgumentException(""SimpleEvaluationContext is not designed for use with a plain "" +
+						""ReflectivePropertyAccessor. Consider using DataBindingPropertyAccessor or a custom subclass."");
+			}
+		}",6,condition,Guidance of which PropertyAccessors to use with SimpleEvaluationContext,"Issue: SPR-16588
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-core/src/main/java/org/springframework/util/ClassUtils.java,052bbcc53031bd48dc76d070ba862f5293618600,Add_Condition,"+		Class<?>[] parameterTypes = null;
-			Class<?>[] ifcs = current.getInterfaces();
-			for (Class<?> ifc : ifcs) {
+			if (parameterTypes == null) {
+				parameterTypes = method.getParameterTypes();
+			}
+			for (Class<?> ifc : current.getInterfaces()) {
-					return ifc.getMethod(method.getName(), method.getParameterTypes());
+					return ifc.getMethod(method.getName(), parameterTypes);",9,condition,Cache parameter types array in ClassUtils.findInterfaceMethodIfPossible(),,[],0,[],[],[],[],[],1,0,n/a,n/a,n/a
spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/CoroutinesUtils.java,3baacedfd9c8d908ac95be00ee745d938033cd67,Condition_Change,"-public final class CoroutinesUtils {
-
-	private CoroutinesUtils() {
-	}
+public abstract class CoroutinesUtils {
-		if (classifier.equals(JvmClassMappingKt.getKotlinClass(Flow.class))) {
+		if (classifier != null && classifier.equals(JvmClassMappingKt.getKotlinClass(Flow.class))) {",7,condition,Alignment with other abstract utils classes,,[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-context/src/main/java/org/springframework/jmx/support/MBeanRegistrationSupport.java,3dd817585b6258fe51d3279262234dc41f34009b,Condition_Change,"+import java.util.Collections;
-	protected final Set<ObjectName> registeredBeans = new LinkedHashSet<ObjectName>();
+	private final Set<ObjectName> registeredBeans = Collections.synchronizedSet(new LinkedHashSet<ObjectName>());
-		for (ObjectName objectName : this.registeredBeans) {
+		for (ObjectName objectName : new LinkedHashSet<ObjectName>(this.registeredBeans)) {
-		this.registeredBeans.clear();
+		this.registeredBeans.remove(objectName);",7,iteration,MBeanExporter does not log warnings for manually unregistered MBeans,"Issue: SPR-9451
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-jdbc/src/main/java/org/springframework/jdbc/support/SQLStateSQLExceptionTranslator.java,40822746306f5d0e5d553504275046ec4906309b,Add_Condition,"+import org.springframework.dao.QueryTimeoutException;
+
+		if (ex.getClass().getName().contains(""Timeout"")) {
+			return new QueryTimeoutException(buildMessage(task, sql, ex), ex);
+		}
+",6,condition,SQLStateSQLExceptionTranslator checks exception class name for timeout indication before resorting to UncategorizedSQLException,"Issue: SPR-11959
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-jdbc/src/main/java/org/springframework/jdbc/core/metadata/CallMetaDataContext.java,40bf83c9e585bcca99dc321f071f69f4e7cdffa9,Condition_Change,"-						setFunctionReturnName(paramName);
+						this.actualFunctionReturnName = paramName;
-					else if (paramName != null) {
-						setFunctionReturnName(paramName);
+					else {
+						this.actualFunctionReturnName = param.getName();
-							setFunctionReturnName(returnNameToUse);
+							this.actualFunctionReturnName = returnNameToUse;",8,condition,Restore original 4.x behavior for initialization of function return name,"Closes gh-25707
",['https://api.github.com/repos/spring-projects/spring-framework/issues/25707'],1,['CallMetaDataContext.reconcileParameters overwrites cursor name'],"['\r\n**Affects:** \\SB2\r\norg.springframework:spring-jdbc:5.1.9.RELEASE\r\nExplanation. Existing code is using a named cursor.\r\nWhen the Resultset comes back, it is always empty, even though when I debug through the spring-jdbc I see it getting created with correct results. The issue is with the named cursor.\r\n\r\nExample:\r\n\r\n> this.simpleJdbcCall = new SimpleJdbcCall(jdbcTemplate)\r\n>                 .withSchemaName(""schema"")\r\n>                 .withFunctionName(""functionName"")\r\n>                 .returningResultSet(""myCursorName"", mapperInstance);\r\n\r\nif I name the cursor \'returnValue\' then it works. Searching through the code, I saw that it is over writing \'myCursorName\' with \'returnValue\'. \'returnValue\' seems to be the default name used internally.\r\nIn SimpleJdbcCall:\r\n\r\n> \tpublic <T> T executeFunction(Class<T> returnType, SqlParameterSource args) {\r\n> \t\treturn (T) doExecute(args).get(getScalarOutParameterName());\r\n> \t}\r\n\r\n\'getScalarOutParameterName()\' is returning \'returnValue\' even though I named it as \'.returningResultSet(""myCursorName"",\'\r\n\r\nBut I also traced this to `CallMetaDataContext.reconcileParameters` around line 396:\r\n\r\n> \tparam = declaredParams.get(getFunctionReturnName());\r\n> \tif (param == null && !getOutParameterNames().isEmpty()) {\r\n> \t\tparam = declaredParams.get(getOutParameterNames().get(0).toLowerCase());\r\n> \t}\r\n> \tif (param == null) {\r\n> \t\tthrow new InvalidDataAccessApiUsageException(\r\n> \t\t\t\t""Unable to locate declared parameter for function return value - "" +\r\n> \t\t\t\t"" add an SqlOutParameter with name \'"" + getFunctionReturnName() + ""\'"");\r\n> \t}\r\n> \telse if (paramName != null) {\r\n> \t\tsetFunctionReturnName(paramName);\r\n> \t}\r\n\r\nIn older version it used to have (the last 3 lines):\r\n\r\n> \telse {\r\n> \t\tsetFunctionReturnName(param.getName());\r\n> \t}\r\n\r\nparamName is \'returnValue\', but it should be using what I supplied which is \'param.getName()\'.\r\nThen this would return the correct ruleset: return (T) doExecute(args).get(getScalarOutParameterName());\r\n\r\nPlease advise. Thanks.\r\n']",['closed'],[2],"[""This seems to be an accidental regression introduced by our nullability efforts in 5.0. I'll fix this for 5.2.9, with a backport to 5.1.18 and 5.0.19 at the same time (for release on Sep 15)."", 'Thanks for the quick response.']",,,,,
spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/ExceptionHandlerExceptionResolver.java,4453102e852f4693222d103264c9a62b421f3d2a,Remove_Condition,"-			ExceptionHandlerMethodResolver resolver = this.exceptionHandlerCache.get(handlerType);
-			if (resolver == null) {
-				resolver = new ExceptionHandlerMethodResolver(handlerType);
-				this.exceptionHandlerCache.put(handlerType, resolver);
-			}
+			ExceptionHandlerMethodResolver resolver = this.exceptionHandlerCache.computeIfAbsent(handlerType, ExceptionHandlerMethodResolver::new);",6,condition,Polish ExceptionHandlerMethodResolver mapping,"See gh-27801
",['https://api.github.com/repos/spring-projects/spring-framework/issues/27801'],1,[' Polish ExceptionHandlerMethodResolver mapping'],['Refactor exception resolver cache get/null/put opration into single call.'],['closed'],[1],['Thanks for making your first contribution to Spring Framework.'],,,,,
spring-projects/spring-framework,spring-messaging/src/main/java/org/springframework/messaging/simp/broker/DefaultSubscriptionRegistry.java,44c31a6aad26ce2a4e7225e93e6fb26612f07b2c,Add_Condition,"-						subs.add(sessionId, subsId);
-						this.accessCache.put(cachedDestination, subs.deepCopy());
+						if (!subs.containsKey(sessionId) || !subs.get(sessionId).contains(subsId)) {
+							subs.add(sessionId, subsId);
+							this.accessCache.put(cachedDestination, subs.deepCopy());
+						}",6,condition,Fix duplicate STOMP subscription id issue,"Issue: SPR-15543
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-web/src/main/java/org/springframework/http/server/DefaultPathContainer.java,460947651ae4c58d31386a0a14396c273b287119,Condition_Change,"-				String value = input.substring(index + 1);
-				for (String v : StringUtils.commaDelimitedListToStringArray(value)) {
-					name = StringUtils.uriDecode(name, charset);
-					if (StringUtils.hasText(name)) {
+				name = StringUtils.uriDecode(name, charset);
+				if (StringUtils.hasText(name)) {
+					String value = input.substring(index + 1);
+					for (String v : StringUtils.commaDelimitedListToStringArray(value)) {",8,condition,Minor refactoring in DefaultPathContainer,"Closes gh-27204
",['https://api.github.com/repos/spring-projects/spring-framework/issues/27204'],1,['DefaultPathContainer#parsePathParamValues should decode and test name once in outer loop'],"['<!--\r\n!!! For Security Vulnerabilities, please go to https://spring.io/security-policy !!!\r\n-->\r\n**Affects:** 5.3.8\r\n\r\n---\r\n<!--\r\nThanks for taking the time to create an issue. Please read the following:\r\n\r\n- Questions should be asked on Stack Overflow.\r\n- For bugs, specify affected versions and explain what you are trying to do.\r\n- For enhancements, provide context and describe the problem.\r\n\r\nIssue or Pull Request? Create only one, not both. GitHub treats them as the same.\r\nIf unsure, start with an issue, and if you submit a pull request later, the\r\nissue will be closed as superseded.\r\n-->\r\nIn method parsePathParamValues, line 164: should  name be decoded and tested once in outer loop?\r\n```\r\nprivate static void parsePathParamValues(String input, Charset charset, MultiValueMap<String, String> output) {\r\n  if (StringUtils.hasText(input)) {\r\n  \tint index = input.indexOf(\'=\');\r\n  \tif (index != -1) {\r\n  \t  String name = input.substring(0, index);\r\n  \t  String value = input.substring(index + 1);\r\n  \t  for (String v : StringUtils.commaDelimitedListToStringArray(value)) {\r\n  \t  \r\n  \t  \t// should `name` be decoded and tested once in outer loop?\r\n  \t  \tname = StringUtils.uriDecode(name, charset);\r\n  \t  \tif (StringUtils.hasText(name)) {\r\n  \t  \t  output.add(name, StringUtils.uriDecode(v, charset));\r\n  \t  \t}\r\n  \t  }\r\n  \t}\r\n  \telse {\r\n  \t  String name = StringUtils.uriDecode(input, charset);\r\n  \t  if (StringUtils.hasText(name)) {\r\n  \t  \toutput.add(input, """");\r\n  \t  }\r\n  \t}\r\n  }\r\n}\r\n```']",['closed'],[0],[],,,,,
