commit,repo,file,change_type,diff,change_count,condition_type,commit_subject,commit_body,note
1ed1167153fe3717e72e3a064bcde934304416fe,spring-projects/spring-framework,spring-jms/src/main/java/org/springframework/jms/connection/SingleConnectionFactory.java,Condition_Change,"- * Copyright 2002-2014 the original author or authors.
+ * Copyright 2002-2015 the original author or authors.
-				for (ExceptionListener listener : this.delegates) {
+				// Iterate over temporary copy in order to avoid ConcurrentModificationException,
+				// since listener invocations may in turn trigger registration of listeners...
+				for (ExceptionListener listener : new LinkedHashSet<ExceptionListener>(this.delegates)) {",2,iteration,Avoid ConcurrentModificationException in SingleConnectionFactory's AggregatedExceptionListener,"Issue: SPR-13421
",
1f13516528a5884a1182649566a33f6dd0cc4e68,spring-projects/spring-framework,spring-tx/src/main/java/org/springframework/transaction/interceptor/TransactionAspectSupport.java,Condition_Change,"-			// Optimize for Mono
-			if (Mono.class.isAssignableFrom(method.getReturnType())) {
+			// For Mono and suspending functions not returning kotlinx.coroutines.flow.Flow
+			if (Mono.class.isAssignableFrom(method.getReturnType()) || (KotlinDetector.isSuspendingFunction(method) && !COROUTINES_FLOW_CLASS_NAME.equals(new MethodParameter(method, -1).getParameterType().getName()))) {",2,condition,Fix @Transactional support on suspending function,"With this commit, @Transactional on suspending functions
returning a value now commits the transaction properly.

Closes gh-25998
",
204a50ee6c9c77ec1f6be479af2e979991130da1,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/resource/ResourceHttpRequestHandler.java,Remove_Condition,"-		// For backwards compatibility
-		MediaType mediaType = getMediaType(resource);
-		if (mediaType != null) {
-			return mediaType;
-		}",4,condition,Fix compile issue,,
21267e56b7b4645e145422ee918eb75fab250f56,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/web/method/ControllerAdviceBean.java,Add_Condition,"+	/**
+	 * Declared as {@code Object} since this may be a reference to a
+	 * {@code String} representing the bean name or a reference to the actual
+	 * bean instance.
+	 */
+	/**
+	 * A reference to the resolved bean instance, potentially lazily retrieved
+	 * via the {@code BeanFactory}.
+	 */
+	private Object resolvedBean;
+
+			this.resolvedBean = bean;
+	 * <p>As of Spring Framework 5.2, once the bean instance has been resolved it
+	 * will be cached, thereby avoiding repeated lookups in the {@code BeanFactory}.
-		return (this.bean instanceof String ? obtainBeanFactory().getBean((String) this.bean) : this.bean);
+		if (this.resolvedBean == null) {
+			// this.bean must be a String representing the bean name if
+			// this.resolvedBean is null.
+			this.resolvedBean = obtainBeanFactory().getBean((String) this.bean);
+		}
+		return this.resolvedBean;",10,condition,Cache resolved bean instance in ControllerAdviceBean,"Prior to this commit, the resolveBean() method in ControllerAdviceBean
looked up the @ControllerAdvice bean instance in the ApplicationContext
by name for every web request that involved lookups for global methods
annotated with @ExceptionHandler, @InitBinder, and @ModelAttribute.

This commit avoids the need for such repeated lookups in the
ApplicationContext by caching the resolved @ControllerAdvice bean
instance within ControllerAdviceBean once it has been resolved.
",
215e5f5682cd9aaf9c95105f3d2069298a364a0e,spring-projects/spring-framework,spring-jdbc/src/main/java/org/springframework/jdbc/core/StatementCreatorUtils.java,Add_Condition,"-				sqlTypeToUse = ps.getParameterMetaData().getParameterType(paramIndex);
+				try {
+					sqlTypeToUse = ps.getParameterMetaData().getParameterType(paramIndex);
+				}
+				catch (SQLException ex) {
+					if (logger.isDebugEnabled()) {
+						logger.debug(""JDBC getParameterType call failed - using fallback method instead: "" + ex);
+					}
+				}",9,condition,Defensively call getParameterType (which might fail for certain statements),"Issue: SPR-15977
",
2172b99fee345f0068e9d1851bf5ed6d0ba36633,spring-projects/spring-framework,spring-webflux/src/main/java/org/springframework/web/reactive/socket/adapter/AbstractListenerWebSocketSession.java,Add_Condition,"- * Copyright 2002-2020 the original author or authors.
+ * Copyright 2002-2022 the original author or authors.
-import org.springframework.util.StringUtils;
-		if(!StringUtils.hasText(ex.getMessage())) {
-			close(CloseStatus.SERVER_ERROR);
+		if (logger.isDebugEnabled()) {
+			logger.debug(""WebSocket session completed with error"", ex);
-		else {
-			close(CloseStatus.SERVER_ERROR.withReason(ex.getMessage()));
+		else if (logger.isInfoEnabled()) {
+			logger.info(""WebSocket session completed with error: "" + ex.getMessage());
+		close(CloseStatus.SERVER_ERROR);",10,condition,Polishing contribution,"Closes gh-28836
",
224e36948412b258a9e8f4336aa06e5f3645220b,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/DispatcherServlet.java,Condition_Change,"-
+	/**
+	 * Common prefix that DispatcherServlet's default strategy attributes start with.
+	 */
+        private static final String DEFAULT_STRATEGIES_PREFIX = ""org.springframework.web.servlet"";
+	
-			throw new IllegalStateException(""Could not load 'DispatcherServlet.properties': "" + ex.getMessage());
+			throw new IllegalStateException(""Could not load '"" + DEFAULT_STRATEGIES_PATH + ""': "" + ex.getMessage());
-				if (this.cleanupAfterInclude || attrName.startsWith(""org.springframework.web.servlet"")) {
+				if (this.cleanupAfterInclude || attrName.startsWith(DEFAULT_STRATEGIES_PREFIX)) {",8,condition,Reuse constant in DispatcherServlet,"See gh-1398
",
2270df515b040d8612c691acc0102d1a224bcd82,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/io/support/PathMatchingResourcePatternResolver.java,Add_Condition,"+			String urlString = url.toString();
+			String cleanedPath = StringUtils.cleanPath(urlString);
+			if (!cleanedPath.equals(urlString)) {
+				// Prefer cleaned URL, aligned with UrlResource#createRelative(String)
+				try {
+					return new UrlResource(ResourceUtils.toURI(cleanedPath));
+				}
+				catch (URISyntaxException | MalformedURLException ex) {
+					// Fallback to regular URL construction below...
+				}
+			}",9,condition,Enforce cleaned URL for root resource from ClassLoader,"Closes gh-32828
",
22db1ac14635eb6599eff1708f02a4f7a2cb63eb,spring-projects/spring-framework,spring-context/src/main/java/org/springframework/context/event/ApplicationListenerMethodAdapter.java,Add_Condition,"+import org.springframework.core.CoroutinesUtils;
+import org.springframework.core.KotlinDetector;
+ * @author Sebastien Deleuze
-		int count = method.getParameterCount();
+		int count = (KotlinDetector.isSuspendingFunction(method) ? method.getParameterCount() - 1 : method.getParameterCount());
+			if (KotlinDetector.isSuspendingFunction(this.method)) {
+				return CoroutinesUtils.invokeSuspendingFunction(this.method, bean, args);
+			}",7,condition,Add Coroutines support for `@EventListener`,"Closes gh-28343
",
231433f5406453069aa125329be042d5e32ddff0,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/util/ReflectionUtils.java,Condition_Change,"- * Copyright 2002-2012 the original author or authors.
+ * Copyright 2002-2013 the original author or authors.
-			throw new IllegalStateException(""Unexpected reflection exception - "" + ex.getClass().getName() + "": ""
-					+ ex.getMessage());
+			throw new IllegalStateException(
+					""Unexpected reflection exception - "" + ex.getClass().getName() + "": "" + ex.getMessage());
-				if (name.equals(method.getName())
-						&& (paramTypes == null || Arrays.equals(paramTypes, method.getParameterTypes()))) {
+				if (name.equals(method.getName()) &&
+						(paramTypes == null || Arrays.equals(paramTypes, method.getParameterTypes()))) {",8,condition,Polishing (cherry picked from commit 6021822),,
239b7086c676321b48b1b094704b4995417a188b,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/DispatcherServlet.java,Condition_Change,"-        private static final String DEFAULT_STRATEGIES_PREFIX = ""org.springframework.web.servlet"";
-	
+	private static final String DEFAULT_STRATEGIES_PREFIX = ""org.springframework.web.servlet"";
+
-			if (this.cleanupAfterInclude || attrName.startsWith(""org.springframework.web.servlet"")) {
+			if (this.cleanupAfterInclude || attrName.startsWith(DEFAULT_STRATEGIES_PREFIX)) {",6,condition,"Polish ""Reuse constant in DispatcherServlet""","Closes gh-1398
",
24aae2e104f9e8eb1f21e79959ab00cb7fdcc49f,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/support/FactoryBeanRegistrySupport.java,Add_Condition,"-						this.factoryBeanObjectCache.put(beanName, object);
+						if (containsSingleton(beanName)) {
+							this.factoryBeanObjectCache.put(beanName, object);
+						}",4,condition,Defensive containsSingleton cache guard within getObjectFromFactoryBean,"Issue: SPR-16625
",
25e6a2da646c9a465fabf1c73796a1ae01886857,spring-projects/spring-framework,spring-websocket/src/main/java/org/springframework/web/socket/messaging/StompSubProtocolHandler.java,Remove_Condition,"-
-				Principal user = getUser(session);
-				if (user != null) {
-					headerAccessor.setUser(user);
-				}
-
+				headerAccessor.setUser(getUser(session));
+							Principal user = headerAccessor.getUser();
+							Principal user = getUser(session);",9,condition,StompSubProtocolHandler consistently accesses current user,"Issue: SPR-15822
",
2624b909060e0967e16771de7a35261decd5a4a9,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/annotation/AutowiredAnnotationBeanPostProcessor.java,Add_Condition,"- * Copyright 2002-2011 the original author or authors.
+ * Copyright 2002-2012 the original author or authors.
+			if (method == null) {
+				// annotations like @Inject, @Value and @Resource don't have a method
+				// (attribute) named ""required"" -> default to required status
+				return true;
+			}
-			// required by default
+			// an exception was thrown during reflective invocation of the required
+			// attribute -> default to required status",3,condition,Avoid NPE in AutowiredAnnotationBeanPostProcessor,"Prior to this change, AABPP#determineRequiredStatus never checked the
return value of ReflectionUtils#findMethod when searching for a
'#required' attribute. This call returns null for annotations such as
@Inject, @Value and @Resource, and subsequently causes a
NullPointerException to be thrown when ReflectionUtils#invokeMethod is
called. The NPE is caught immediately and #determineRequiredStatus
returns defaulting to true, but this this approach is inefficient. It
is also problematic for users who have set breakpoints on NPE -- they
end up debugging into Spring internals, which is a false positive.

This commit checks the return value of of ReflectionUtils#findMethod,
and in the case of null, eagerly returns true.  There is no change to
external behavior, simply a more efficient and debugging-friendly
implementation.

Existing test cases already cover this change, given that it is purely
a refactoring.

Issue: SPR-9316
",
262c702da4588e5f467fd24774357113379666b2,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/type/classreading/CachingMetadataReaderFactory.java,Add_Condition,"+		else if (this.metadataReaderCache != null) {
+			// Shared resource cache -> reset to local cache.
+			setCacheLimit(DEFAULT_CACHE_LIMIT);
+		}
+			this.cacheLimit = cacheLimit;",4,condition,CachingMetadataReaderFactory releases shared cache Map on clearCache(),"LocalResourceCache properly initializes cacheLimit on construction.

Issue: SPR-17527
",
26acb4887d5e8521e4f7d1bb23994e1992904996,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/config/YamlProcessor.java,Condition_Change,"- * Copyright 2002-2014 the original author or authors.
+ * Copyright 2002-2015 the original author or authors.
-import java.io.InputStream;
+import java.io.Reader;
+import org.yaml.snakeyaml.reader.UnicodeReader;
-			InputStream stream = resource.getInputStream();
+			Reader reader = new UnicodeReader(resource.getInputStream());
-				for (Object object : yaml.loadAll(stream)) {
+				for (Object object : yaml.loadAll(reader)) {
-				stream.close();
+				reader.close();",9,iteration,YamlProcessor explicitly closes UnicodeReader,"Issue: SPR-13173
",
26d143868f912bcd8fe4b8cc66135928807526f8,spring-projects/spring-framework,spring-oxm/src/main/java/org/springframework/oxm/xstream/XStreamMarshaller.java,Add_Condition,"-
-
+
-	private ConverterRegistry converterRegistry;
+	private ConverterRegistry converterRegistry = (ConverterRegistry) this.converterLookup;
+		if (converterLookup instanceof ConverterRegistry) {
+			this.converterRegistry = (ConverterRegistry) converterLookup;
+		}
+	@SuppressWarnings(""deprecation"")
+		// The referenced XStream constructor has been deprecated as of 1.4.5.
+		// We're preserving this call for broader XStream 1.4.x compatibility.",9,condition,Compatibility with XStream 1.4.5,"XStream 1.4.5 doesn't check a given ConverterLookup for a ConverterRegistry implementation anymore, so we have to manually perform that check and assignment.

Issue: SPR-11147
",
27942644804732378806a6a560be6b321f74c0ce,spring-projects/spring-framework,spring-webflux/src/main/java/org/springframework/web/reactive/socket/server/upgrade/JettyRequestUpgradeStrategy.java,Condition_Change,"-				this.running = true;
+					this.running = true;
-				this.running = false;
+						this.running = false;
-		if (this.servletContext != null) {
+		if (isRunning()) {
-			if (this.servletContext == null) {
+			if (!isRunning()) {",8,condition,Fix JettyRequestUpgradeStrategy initialization bug,"Closes gh-23313
",
279777b2f3a43ed96eb8151f07b76f38672cc78f,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/annotation/AnnotationTypeMapping.java,Condition_Change,"-	 * @return the mirrorSets the attribute mirror sets.
+	 * @return the attribute mirror sets
-					if (lastValue != null &&
-							!ObjectUtils.nullSafeEquals(lastValue, value)) {
+					if (lastValue != null && !ObjectUtils.nullSafeEquals(lastValue, value)) {",3,condition,Polishing,,
27e9db8c8c30a941bbbc4ceae6a18bd2124ea527,spring-projects/spring-framework,spring-oxm/src/main/java/org/springframework/oxm/jaxb/Jaxb2Marshaller.java,Condition_Change,"+				boolean isJdk7 = (org.springframework.core.JdkVersion.getMajorJavaVersion() >= org.springframework.core.JdkVersion.JAVA_17);
-					if (isJdk6 && classArgument.isArray()) {
-						return (isPrimitiveWrapper(classArgument) || isStandardClass(classArgument) ||
-								supportsInternal(classArgument, false));
+					if (isJdk7 && classArgument.isArray()) {
+						return (classArgument.getComponentType() == Byte.TYPE);
-						return (classArgument.getComponentType() == Byte.TYPE);
+						return (isPrimitiveWrapper(classArgument) || isStandardClass(classArgument) ||
+								supportsInternal(classArgument, false));",9,condition,Fix regression in Jaxb2Marshaller regarding JdkVersion,"Issue: SPR-13312
",
289d378aebd4782f422b880702fbd098122a389c,spring-projects/spring-framework,spring-core-test/src/main/java/org/springframework/aot/agent/InstrumentedBridgeMethods.java,Condition_Change,"-					!Modifier.isPublic(constructor.getDeclaringClass().getModifiers()) || !constructor.canAccess(null)) {
+					!Modifier.isPublic(constructor.getDeclaringClass().getModifiers())) {
-			if (!Modifier.isPublic(method.getModifiers())) {
+			if (!Modifier.isPublic(method.getModifiers())
+				|| !Modifier.isPublic(method.getDeclaringClass().getModifiers())) {",5,condition,Polish,"This fixes an additional case where invoked methods are public but the
declaring class is package private.

Fixes gh-29046
",
28e206a9469b603c40bb023c69592570374bc8bb,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/http/codec/EncoderHttpMessageWriter.java,Add_Condition,"-		return (isStreamingMediaType(contentType) ?
-				message.writeAndFlushWith(body.map(Flux::just)) : message.writeWith(body));
+		if (isStreamingMediaType(contentType)) {
+			return message.writeAndFlushWith(body.map(buffer ->
+					Mono.fromCallable(() -> buffer)
+							.doOnDiscard(PooledDataBuffer.class, PooledDataBuffer::release)));
+		}
+
+		return message.writeWith(body);",9,condition,Apply doOnDiscard for streaming mode,"Use of Flux.just is problematic in that if the Flux is cancelled before
demand, the item may never be read, nor freed. Flux#just does not
even delegate cancellation signals.

Closes gh-22731
",
2950958f35de1a6d5a265017c5111f640b9887aa,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/function/DefaultServerRequest.java,Remove_Condition,"-import java.util.Enumeration;
-			Enumeration<String> attributeNames = this.servletRequest.getAttributeNames();
-			while (attributeNames.hasMoreElements()) {
-				String name = attributeNames.nextElement();
-				this.servletRequest.removeAttribute(name);
-			}
+			List<String> attributeNames = Collections.list(this.servletRequest.getAttributeNames());
+			attributeNames.forEach(this.servletRequest::removeAttribute);",8,iteration,Fix ConcurrentModificationException on Undertow,"This commit fixes a ConcurrentModificationException that occurs when
requesting a nonexistant route.

Closes gh-22698
",
2a19b8f7a5f9dcc43831b2f674b76c9bd1fa6d31,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/ReactiveAdapterRegistry.java,Condition_Change,"-		if (ClassUtils.isPresent(""kotlinx.coroutines.Deferred"", classLoader)) {
+		if (reactorPresent && ClassUtils.isPresent(""kotlinx.coroutines.Deferred"", classLoader)) {
-		if (ClassUtils.isPresent(""kotlinx.coroutines.flow.Flow"", classLoader)) {
+		if (reactorPresent && ClassUtils.isPresent(""kotlinx.coroutines.flow.Flow"", classLoader)) {",4,condition,Refine Coroutines adapter registration activation,"Closes gh-23087
",
2ac4355ec075fec77a8fbafd635fb4fefba81d4e,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/asm/ClassReader.java,Add_Condition,"+    // SPRING PATCH: leniently handle offset mismatch
+    if (bytecodeOffset >= labels.length) {
+      return new Label();
+    }
+    // END OF PATCH",3,condition,ASM ClassReader leniently handles label offset mismatch (again),"Issue: SPR-17467
",
2bfff7fc376c4c747cc9811c54c0ba320787db11,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/io/support/PathMatchingResourcePatternResolver.java,Add_Condition,"-					return new UrlResource(ResourceUtils.toURI(cleanedPath));
+					// Cannot test for URLStreamHandler directly: URL equality for same String
+					// in order to find out whether original URL uses default URLStreamHandler.
+					if (ResourceUtils.toURL(urlString).equals(url)) {
+						// Plain URL with default URLStreamHandler -> replace with cleaned path.
+						return new UrlResource(ResourceUtils.toURI(cleanedPath));
+					}
+			// Retain original URL instance, potentially including custom URLStreamHandler.",4,condition,Retain original URL instance in case of custom URLStreamHandler,"Closes gh-33199
",
2c1afca9c556b63c1645630b1db8d2934d1f2033,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/http/converter/FormHttpMessageConverter.java,Add_Condition,"+import org.springframework.util.CollectionUtils;
-		formData.forEach((name, values) ->
+		formData.forEach((name, values) -> {
+				if (name == null) {
+					Assert.isTrue(CollectionUtils.isEmpty(values), ""Null name in form data: "" + formData);
+					return;
+				}
-				}));
+				});
+		});",10,condition,Reject null form data names,"...or skip if there are no values either.

Closes gh-22372
",
2c5a1af236e6c90460b2279fd0a871d0fc6c9d6e,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/KotlinReflectionParameterNameDiscoverer.java,Condition_Change,"-		if (!KotlinDetector.isKotlinType(ctor.getDeclaringClass())) {
+		if (ctor.getDeclaringClass().isEnum() || !KotlinDetector.isKotlinType(ctor.getDeclaringClass())) {",2,condition,Leverage Java reflection for Kotlin enums,"As discussed in KT-25165, from a Kotlin POV enum constructors
have no parameter, this is an ""implementation detail""
required for running on the JVM, so it seems relevant to skip
Kotlin reflection in that case and just delegate to Java
reflection.

Issue: SPR-16931
",
2c7d2f70636691bdbaadcf1eccb87a29fe171b78,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/web/context/support/ServletContextResource.java,Condition_Change,"-		URL url = getURL();
-		if (ResourceUtils.isFileURL(url)) {
+		URL url = this.servletContext.getResource(this.path);
+		if (url != null && ResourceUtils.isFileURL(url)) {",4,condition,Handle non-existent files in ServletContextResource,"ServletContextResource#getFile now falls back to #getRealPath for
non-existent files

Issue: SPR-8461
",
2c98c1b81a2bfb6d0d13415a2fd222b642106146,spring-projects/spring-framework,spring-context/src/main/java/org/springframework/jmx/export/MBeanExporter.java,Condition_Change,"-			Object managedResource, ModelMBean modelMBean, ObjectName objectName) {
+			Object managedResource, @Nullable ModelMBean modelMBean, @Nullable ObjectName objectName) {
-		if (managedResource instanceof NotificationPublisherAware) {
+		if (managedResource instanceof NotificationPublisherAware && modelMBean != null && objectName != null) {
-			Assert.state(this.modelMBean != null && this.objectName != null, ""Not initialized"");",5,condition,Relaxed assertion in NotificationPublisherAwareLazyTargetSource,"Issue: SPR-17592
",
2d86f221ce9e4df99aec801ae226ed228f5b64ac,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/http/codec/json/Jackson2Tokenizer.java,Remove_Condition,"-			if (!this.parser.hasCurrentToken()) {
-				System.out.println(""NO CURRENT TOKEN: "" + token);
-			}",3,condition,Remove println,,
2daa0745611f4989a5dc99619dd4aef541288503,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/condition/ParamsRequestCondition.java,Remove_Condition,"-		long count = 0;
-		for (ParamExpression e : expressions) {
-			if (e.getValue() != null && !e.isNegated()) {
-				count++;
-			}
-		}
-		return count;
+		return expressions.stream()
+				.filter(e -> e.getValue() != null && !e.isNegated())
+				.count();",10,"condition, iteration",Use count in ParamsRequestCondition#getValueMatchCount,"See gh-32088
",
2e5d0470dc0c9766d98d144d5b6bd56248112e46,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/BeanUtils.java,Condition_Change,"-		Set<String> ignoreSet = (ignoreProperties != null ? new HashSet<>(Arrays.asList(ignoreProperties)) : null);
+		Set<String> ignoredProps = (ignoreProperties != null ? new HashSet<>(Arrays.asList(ignoreProperties)) : null);
-			if (writeMethod != null && (ignoreSet == null || !ignoreSet.contains(targetPd.getName()))) {
+			if (writeMethod != null && (ignoredProps == null || !ignoredProps.contains(targetPd.getName()))) {",4,condition,Polishing,,
2e5d752e15164b331ad48bcdcb61c174f880498c,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/annotation/BeanFactoryAnnotationUtils.java,Condition_Change,"-		for (String beanName : candidateBeans.keySet()) {
+		for (Map.Entry<String, T> entry : candidateBeans.entrySet()) {
+			String beanName = entry.getKey();
-				matchingBean = candidateBeans.get(beanName);
+				matchingBean = entry.getValue();",5,iteration,Better use of key iterator,"This commit uses an EntrySet instead of looping over the keys and
retrieving the value in a separate call.

Issue: SPR-12356
",
2f0970b18401426846b38388927f182b3327bb98,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/http/converter/support/AllEncompassingFormHttpMessageConverter.java,Condition_Change,"-			if (jaxb2Present) {
+			if (jaxb2Present && !jackson2XmlPresent) {",2,condition,Fix an AllEncompassingFormHttpMessageConverter regression,"Restore previous behavior to configure
Jaxb2RootElementHttpMessageConverter when JAXB but not Jackson are present.

Closes gh-25291
",
2f920e8fb3bf3f45754ebe64a33bf8c0ed84cfa6,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/http/converter/json/JacksonModulesRuntimeHints.java,Remove_Condition,"-		if (ClassUtils.isPresent(className, classLoader)) {
-			reflectionHints.registerType(TypeReference.of(className),
-					builder -> builder.onReachableType(TypeReference.of(Jackson2ObjectMapperBuilder.class))
-							.withMembers(MemberCategory.INVOKE_DECLARED_CONSTRUCTORS));
-		}
+		reflectionHints.registerTypeIfPresent(classLoader, className,
+				builder -> builder.onReachableType(TypeReference.of(Jackson2ObjectMapperBuilder.class))
+						.withMembers(MemberCategory.INVOKE_DECLARED_CONSTRUCTORS));",8,condition,Polish JacksonModulesRuntimeHints,"Closes gh-29001
",
2f9d0a7de8e2f1247dd4a34811220106f7359aa5,spring-projects/spring-framework,spring-jdbc/src/main/java/org/springframework/jdbc/core/namedparam/NamedParameterUtils.java,Condition_Change,"-					while (j < statement.length && !('}' == statement[j])) {
+					while (j < statement.length && '}' != statement[j]) {
-					if (!(statement[position + j] == START_SKIP[i].charAt(j))) {
+					if (statement[position + j] != START_SKIP[i].charAt(j)) {
-								if (!(statement[m + n] == STOP_SKIP[i].charAt(n))) {
+								if (statement[m + n] != STOP_SKIP[i].charAt(n)) {",6,"condition, iteration",simplify boolean NOT operation,,
2ff22510d92986ebabd0f7f4667d7ede3f83e01d,spring-projects/spring-framework,spring-context/src/main/java/org/springframework/context/support/AbstractApplicationContext.java,Condition_Change,"- * Copyright 2002-2019 the original author or authors.
+ * Copyright 2002-2020 the original author or authors.
+import org.springframework.util.CollectionUtils;
-		if (earlyEventsToProcess != null) {
+		if (!CollectionUtils.isEmpty(earlyEventsToProcess)) {",3,condition,Avoid earlyApplicationEvents iteration in case of empty Set,"Closes gh-25161
",
30ebc3b8e2185c56791531507e0f430972f82b51,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/annotation/AnnotationAttributes.java,Remove_Condition,"-	/**
-	 * Store the supplied {@code value} in this map under the specified
-	 * {@code key}, unless a value is already stored under the key.
-	 * @param key the key under which to store the value
-	 * @param value the value to store
-	 * @return the current value stored in this map, or {@code null} if no
-	 * value was previously stored in this map
-	 * @see #get
-	 * @see #put
-	 * @since 4.2
-	 */
-	@Override
-	public Object putIfAbsent(String key, Object value) {
-		Object obj = get(key);
-		if (obj == null) {
-			obj = put(key, value);
-		}
-		return obj;
-	}
-",10,condition,Remove superfluous AnnotationAttributes#putIfAbsent implementation,"Since Java 8, putIfAbsent() is a standard method in java.util.Map. We
therefore no longer need the custom implementation that overrides the
standard implementation in HashMap.
",
311b3338145038ea92c693bb2a8babec9580deda,spring-projects/spring-framework,spring-context/src/main/java/org/springframework/context/support/ResourceBundleMessageSource.java,Remove_Condition,"- * Copyright 2002-2019 the original author or authors.
+ * Copyright 2002-2020 the original author or authors.
-	 * Return a ResourceBundle for the given basename and code,
-	 * fetching already generated MessageFormats from the cache.
+	 * Return a ResourceBundle for the given basename and Locale,
+	 * fetching already generated ResourceBundle from the cache.
-					localeMap = new ConcurrentHashMap<>();
-					Map<Locale, ResourceBundle> existing = this.cachedResourceBundles.putIfAbsent(basename, localeMap);
-					if (existing != null) {
-						localeMap = existing;
-					}
+					localeMap = this.cachedResourceBundles.computeIfAbsent(basename, bn -> new ConcurrentHashMap<>());",6,condition,Use computeIfAbsent in ResourceBundleMessageSource,"This commit optimizes code in ResourceBundleMessageSource
by using computeIfAbsent instead of putIfAbsent.

In addition, the content of some Javadoc has been adjusted.

Closes gh-25054",
321d7b0b061b552aa10e7af099d0610663fab1ef,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/config/ResourcesBeanDefinitionParser.java,Add_Condition,"- * Copyright 2002-2017 the original author or authors.
+ * Copyright 2002-2018 the original author or authors.
-		CacheControl cacheControl = CacheControl.empty();
+		CacheControl cacheControl;
+		else {
+			cacheControl = CacheControl.empty();
+		}
+",6,condition,Put CacheControl.empty() in else part.,Make sure the constructor of `CacheControl` being invoked only once.,
325fb5d97e309a9eb94cfb42a12b136fc7aada16,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/DeferredResultMethodReturnValueHandler.java,Add_Condition,"- * Copyright 2002-2017 the original author or authors.
+ * Copyright 2002-2019 the original author or authors.
+import java.util.concurrent.CompletionException;
+				if (ex instanceof CompletionException && ex.getCause() != null) {
+					ex = ex.getCause();
+				}",4,condition,Unwrap CompletionException in return value handler,"See gh-22476
",
327e761536eb23c9db90e93c18a549b6bccca2f8,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/http/codec/multipart/PartGenerator.java,Add_Condition,"- * Copyright 2002-2020 the original author or authors.
+ * Copyright 2002-2021 the original author or authors.
+import java.nio.charset.Charset;
- * {@link MultipartParser#parse(Flux, byte[], int)}, and produces a flux of {@link Part} objects.
+ * {@link MultipartParser#parse(Flux, byte[], int, Charset)}, and produces a flux of {@link Part} objects.
+				if (!Files.exists(directory)) {
+					Files.createDirectory(directory);
+				}",4,condition,Recreate file storage directory when removed in DefaultPartHttpMessageReader,"Some operating systems delete temp files not just when booting up, but
also during operation. This commit makes sure that the
DefaultPartHttpMessageReader recreates the directory used to store
files in, if it's not there.

Closes gh-26790
",
32df079b05d2b1b755c6c84ef4d2bf5238186b71,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/util/StringUtils.java,Condition_Change,"+	private static final char WINDOWS_FOLDER_SEPARATOR_CHAR = '\\';
+
-		if (path.indexOf('\\') != -1) {
+		if (path.indexOf(WINDOWS_FOLDER_SEPARATOR_CHAR) != -1) {
-		if (pathToUse.indexOf('.') == -1) {
+		if (pathToUse.indexOf(EXTENSION_SEPARATOR) == -1) {",6,condition,Polish use of constants in StringUtils,"The hardcoded '.' and '\\' literals have been replaced by the use of
EXTENSION_SEPARATOR and WINDOWS_FOLDER_SEPARATOR_CHAR.

Closes gh-33654
",
